;SKU;Faturamento
2330;24.55.159.50.00;394.21999999999997
2331;21.14.50.1358.01;393.98
2332;24.50.66.12.00;393.70000000000005
2333;24.10.159.366.00;392.78999999999996
2334;8.24.58.52.03;392.70000000000005
2335;24.52.66.316.00;392.70000000000005
2336;24.57.159.23.00;391.09999999999997
2337;8.09.169.02.10;390.42
2338;24.57.159.26.10;390.3
2339;8.24.33.01.17;390.29
2340;24.11.175.48.57;390.12
2341;24.54.66.92.00;390.11
2342;8.30.53.77.69;389.05
2343;21.14.46.320.01;387.9
2344;21.42.46.09.01;387.9
2345;24.68.163.21.00;387.70000000000005
2346;24.57.66.611.00;387.40000000000003
2347;24.54.65.02.00;385.8
2348;24.10.159.395.57;385.6
2349;24.53.163.138.00;383.28
2350;8.24.53.33.00;382.87
2351;24.11.175.126.06;382.41
2352;24.11.159.103.01;382.4
2353;7.10.49.14.01;380.858636
2354;8.30.33.21.00;380.22
2355;8.25.57.39.16;379.93
2356;8.01.39.05.06;379.9
2357;24.10.159.332.00;379.81
2358;8.30.148.79.18;379.8
2359;21.16.46.16.01;379.8
2360;21.40.46.32.06;379.8
2361;8.30.33.09.00;379.0
2362;24.11.159.93.05;378.19000000000005
2363;8.03.71.17.00;378.1
2364;8.30.33.03.69;376.70000000000005
2365;8.09.30.02.10;375.9
2366;24.10.159.317.00;375.74
2367;24.50.66.15.00;375.70000000000005
2368;8.01.70.12.18;375.0
2369;24.11.175.108.57;374.9
2370;24.52.66.145.00;374.9
2371;24.69.163.33.00;374.70000000000005
2372;24.11.159.101.00;373.53
2373;8.25.69.03.00;372.0
2374;24.53.163.171.00;371.78999999999996
2375;24.50.66.71.00;371.29999999999995
2376;8.24.92.67.00;371.2
2377;24.50.66.718.04;370.9
2378;24.52.159.109.00;370.72
2379;8.24.128.10.10;369.82
2380;8.24.92.57.00;369.82
2381;8.25.58.03.00;369.8
2382;21.40.46.01.16;369.70000000000005
2383;24.52.159.93.00;369.52
2384;8.03.71.02.07;368.9
2385;8.30.57.13.69;368.03
2386;3.03.64.04.00;368.0
2387;24.68.163.27.00;367.9
2388;24.54.66.339.00;366.3
2389;24.53.66.217.00;365.5
2390;24.56.159.41.06;363.94
2391;24.53.66.219.00;363.5
2392;24.51.163.06.11;363.4
2393;8.25.75.01.10;362.6
2394;8.24.57.92.03;361.9
2395;8.01.57.01.07;360.57
2396;8.01.182.01.10;359.9
2397;21.14.50.293.00;359.8
2398;8.24.53.16.18;359.69
2399;8.30.57.56.18;359.6
2400;24.57.66.16.00;359.2
2401;24.10.159.312.00;358.9
2402;24.54.159.43.00;358.84000000000003
2403;8.30.148.23.00;358.0
2404;24.69.163.87.00;357.84000000000003
2405;24.51.159.30.00;357.37
2406;24.51.159.26.06;357.2
2407;8.24.58.32.03;357.0
2408;24.56.66.50.00;356.52
2409;24.52.159.110.00;356.1
2410;21.14.50.932.00;355.8
2411;24.53.163.125.00;355.8
2412;8.30.53.08.00;355.65999999999997
2413;8.11.160.17.07;354.9
2414;24.10.159.114.00;354.48
2415;24.50.66.398.00;354.21000000000004
2416;24.54.66.102.06;353.78
2417;24.55.66.257.00;353.3
2418;21.14.50.377.00;352.9
2419;24.55.66.55.00;352.8
2420;24.71.159.28.18;352.2
2421;24.11.159.121.04;352.09999999999997
2422;24.52.159.84.00;351.03
2423;24.54.66.288.00;350.11
2424;24.57.66.198.00;350.01
2425;8.25.167.01.00;349.98
2426;8.25.92.05.10;349.9
2427;24.57.66.674.00;349.9
2428;24.10.159.376.10;349.86
2429;8.13.33.05.00;349.0
2430;24.50.66.220.05;348.41999999999996
2431;24.55.159.62.20;348.33
2432;8.25.02.05.01;348.25
2433;8.30.148.33.18;347.71000000000004
2434;24.53.66.215.06;347.68
2435;8.07.54.03.77;346.65
2436;8.24.23.33.18;345.41999999999996
2437;24.69.163.13.00;345.29999999999995
2438;21.14.50.290.00;344.9
2439;8.07.54.02.07;344.61
2440;8.27.01.07.11;344.6
2441;24.54.159.34.00;344.2
2442;24.10.159.428.10;343.78
2443;24.52.66.388.00;343.74
2444;8.25.23.10.07;343.6
2445;24.50.66.701.00;342.36
2446;8.25.01.25.06;342.3
2447;24.11.159.32.00;341.21000000000004
2448;24.52.66.113.00;341.09999999999997
2449;24.10.159.289.01;340.08
2450;8.25.57.163.18;339.88
2451;8.25.142.07.69;339.8
2452;8.25.142.04.69;339.8
2453;8.30.148.80.18;339.8
2454;24.50.66.309.18;339.8
2455;24.56.66.585.57;339.0
2456;8.60.85.50.00;338.95
2457;21.14.50.1171.10;338.70000000000005
2458;8.05.03.16.18;337.9
2459;24.50.66.442.00;337.8
2460;24.54.66.313.00;337.65999999999997
2461;24.53.66.156.00;337.19
2462;8.25.94.09.17;337.0
2463;24.54.65.18.00;335.8
2464;8.06.04.25.01;335.78999999999996
2465;24.52.159.12.00;335.6
2466;8.24.92.79.00;334.62
2467;24.10.159.64.00;334.01
2468;24.53.163.72.00;333.6
2469;8.25.53.57.07;333.02
2470;24.54.66.365.00;332.69999999999993
2471;8.25.57.185.18;332.5
2472;24.56.66.35.00;332.5
2473;8.24.57.25.00;332.41
2474;24.11.159.03.07;331.14
2475;8.11.160.03.08;331.1
2476;24.10.159.88.01;330.90999999999997
2477;8.06.39.08.06;329.9
2478;24.56.66.96.08;329.2
2479;24.51.66.24.00;329.09999999999997
2480;8.05.61.06.07;329.0
2481;24.53.163.154.00;328.29999999999995
2482;21.14.50.320.00;327.66
2483;24.10.159.455.06;327.51
2484;8.27.04.08.18;327.0
2485;24.53.163.137.00;326.55
2486;8.24.53.65.00;325.89
2487;24.50.66.326.11;325.8
2488;24.10.159.345.00;324.84000000000003
2489;24.55.66.545.00;323.18
2490;8.11.47.10.05;322.91
2491;21.14.46.299.00;322.9
2492;8.26.138.63.18;322.81
2493;8.26.138.71.16;322.8
2494;8.30.53.78.69;322.6
2495;24.52.159.49.00;322.4
2496;8.25.69.26.00;321.4
2497;24.55.66.87.04;321.0
2498;24.57.159.03.04;320.85
2499;21.14.175.13.01;319.9
2500;8.05.04.04.17;319.9
2501;8.11.160.11.76;319.9
2502;8.11.160.08.57;319.9
2503;8.30.148.21.00;319.81
2504;8.09.70.18.07;319.8
2505;24.10.159.351.01;319.79999999999995
2506;24.53.66.218.10;319.28999999999996
2507;24.10.159.387.69;318.7
2508;24.56.66.65.00;318.40999999999997
2509;24.56.66.467.00;317.9
2510;8.25.57.135.06;317.0
2511;24.52.159.94.00;316.79999999999995
2512;21.14.50.80.00;316.26
2513;8.11.23.03.11;315.31
2514;8.24.57.71.03;315.31
2515;8.24.53.03.00;315.0
2516;8.03.04.58.10;314.9
2517;8.11.23.04.18;314.81
2518;24.52.159.127.06;314.2
2519;24.68.174.14.00;314.0
2520;8.25.53.84.00;313.85
2521;24.52.159.82.00;313.4
2522;24.10.159.389.01;312.96999999999997
2523;21.14.46.23.06;312.9
2524;24.10.159.270.00;312.4
2525;8.24.53.09.00;311.89
2526;24.68.174.30.00;311.65999999999997
2527;8.24.128.03.18;311.48
2528;24.53.163.31.00;311.31
2529;24.57.66.31.00;310.70000000000005
2530;24.53.163.94.00;310.70000000000005
2531;8.25.75.49.01;309.9
2532;8.06.01.09.01;309.9
2533;21.14.50.933.00;309.9
2534;24.50.66.712.06;309.9
2535;8.24.149.68.18;309.8
2536;8.30.53.29.00;309.8
2537;24.50.66.739.00;309.8
2538;24.54.66.245.00;309.02
2539;8.25.75.63.69;309.0
2540;24.56.159.11.00;308.97999999999996
2541;24.10.159.293.08;307.4
2542;24.55.66.60.05;306.79999999999995
2543;7.10.49.11.01;306.0
2544;24.51.159.37.00;305.7
2545;24.53.163.68.00;305.58
2546;24.56.159.124.00;304.34
2547;21.14.46.300.08;303.9
2548;8.30.57.61.69;303.07
2549;8.25.53.19.00;302.71
2550;8.24.23.13.18;301.73
2551;8.13.33.07.00;300.3
2552;8.11.160.16.07;299.9
2553;8.25.92.16.00;299.9
2554;8.30.148.78.07;299.8
2555;8.24.92.74.00;299.8
2556;24.50.66.470.00;299.8
2557;8.11.160.12.76;299.8
2558;8.11.160.20.113;299.8
2559;8.25.75.67.10;299.70000000000005
2560;8.24.53.06.00;299.5
2561;24.11.159.71.00;299.4
2562;8.13.98.09.69;299.0
2563;8.25.94.01.69;299.0
2564;24.57.159.02.10;298.98
2565;24.55.66.314.00;297.91999999999996
2566;24.54.159.68.00;296.92
2567;8.25.74.09.00;296.6
2568;8.07.57.01.06;295.0
2569;21.40.175.01.01;294.9
2570;8.25.01.11.00;294.48
2571;8.26.138.83.11;294.3
2572;24.52.66.341.00;293.4
2573;8.25.53.88.00;293.2
2574;8.30.57.01.00;293.0
2575;8.30.57.06.07;292.41
2576;8.25.57.80.18;291.94
2577;24.69.163.51.00;290.6
2578;24.69.163.21.00;290.23
2579;21.40.50.55.00;289.9
2580;24.55.66.02.00;289.9
2581;8.30.53.61.00;289.8
2582;8.25.01.35.01;289.70000000000005
2583;24.10.159.12.00;289.7
2584;24.55.66.541.00;289.22
2585;8.03.57.03.69;289.18
2586;24.54.66.294.00;288.32
2587;24.50.66.713.01;287.9
2588;8.24.23.65.18;287.4
2589;24.71.159.26.06;287.4
2590;8.25.101.02.07;287.1
2591;24.57.66.671.00;286.5
2592;24.52.159.96.00;286.5
2593;24.10.159.393.57;285.8
2594;21.19.46.08.00;285.8
2595;8.25.57.155.06;285.34999999999997
2596;24.52.66.61.00;285.29999999999995
2597;8.30.57.08.18;284.9
2598;24.56.66.353.06;284.82000000000005
2599;8.30.148.77.18;284.81
2600;24.57.159.30.00;284.5
2601;8.25.53.01.00;284.34
2602;8.60.131.08.06;284.0
2603;8.24.53.14.07;283.9
2604;8.26.138.77.11;283.1
2605;8.24.149.76.10;282.8
2606;8.25.57.137.69;281.37
2607;24.54.66.109.00;280.8
2608;24.51.159.12.00;280.59
2609;24.52.66.54.00;280.2
2610;24.68.174.44.00;280.0
2611;8.13.57.02.69;279.9
2612;8.03.28.30.68;279.89
2613;24.50.66.299.00;279.82
2614;8.24.128.02.18;279.70000000000005
2615;24.54.66.335.00;279.6
2616;24.50.66.215.05;278.86
2617;8.30.148.04.00;278.7
2618;8.25.70.31.00;278.39
2619;24.53.163.22.00;278.31
2620;24.54.66.389.04;278.0
2621;8.30.53.56.00;278.0
2622;24.11.159.88.00;277.95
2623;24.52.66.429.06;277.9
2624;8.25.75.03.01;277.9
2625;8.25.57.138.69;276.9
2626;8.25.53.02.00;276.76
2627;24.53.66.149.00;276.29999999999995
2628;8.61.130.53.08;276.0
2629;24.50.66.747.07;275.8
2630;24.55.66.96.00;275.71
2631;8.30.57.37.69;275.31
2632;8.26.138.32.12;275.24
2633;8.26.138.25.07;275.24
2634;24.69.163.42.00;274.8
2635;24.55.66.542.00;274.5
2636;8.25.57.108.18;273.45
2637;24.56.159.16.00;273.0
2638;24.57.159.49.10;272.5
2639;24.56.66.154.06;272.29999999999995
2640;24.56.66.586.10;272.0
2641;24.55.66.46.00;271.9
2642;8.24.57.75.18;270.59
2643;8.24.58.34.03;270.5
2644;8.25.57.04.00;270.31
2645;24.50.67.36.00;270.27
2646;24.50.66.700.00;269.8
2647;24.68.174.09.00;269.7
2648;24.53.163.188.00;268.82
2649;21.14.50.730.00;267.9
2650;8.27.03.03.18;266.70000000000005
2651;8.05.03.15.07;265.9
2652;24.57.66.59.06;265.3
2653;24.57.66.57.00;265.29999999999995
2654;24.57.66.50.00;265.29999999999995
2655;21.14.175.37.57;264.9
2656;24.53.66.150.00;264.09999999999997
2657;8.25.69.02.00;264.02
2658;24.71.159.11.00;263.70000000000005
2659;24.52.66.387.12;263.70000000000005
2660;8.25.23.26.10;263.70000000000005
2661;24.57.66.684.01;263.5
2662;24.55.66.313.00;263.4
2663;24.69.163.79.00;263.4
2664;8.27.03.02.10;262.70000000000005
2665;24.50.66.214.05;262.5
2666;24.70.159.16.06;262.5
2667;24.55.66.68.05;262.05
2668;24.10.159.392.57;261.52
2669;8.13.98.08.69;260.1
2670;24.53.163.173.00;259.93
2671;21.14.50.313.00;259.9
2672;8.06.39.12.11;259.9
2673;8.25.53.113.00;259.8
2674;24.56.66.529.00;259.05
2675;8.30.127.09.69;259.0
2676;8.03.169.02.06;258.51
2677;8.30.148.18.00;258.0
2678;24.52.159.87.00;257.71
2679;24.71.159.27.01;257.4
2680;8.24.23.57.11;256.5
2681;8.24.149.42.11;256.3
2682;8.24.149.41.10;256.3
2683;8.24.149.40.18;256.3
2684;24.11.159.54.00;256.18
2685;24.56.66.528.00;255.60000000000002
2686;24.54.159.26.01;255.60000000000002
2687;8.24.57.64.07;255.42
2688;8.30.53.30.00;255.3
2689;21.14.50.684.00;254.61
2690;24.57.66.64.08;253.29999999999998
2691;21.14.50.682.00;252.9
2692;8.24.149.36.57;252.65
2693;24.71.159.14.01;252.6
2694;24.52.66.394.01;252.6
2695;24.10.159.354.00;251.98
2696;24.52.159.86.00;251.5
2697;24.57.66.70.00;251.09999999999997
2698;24.53.163.62.00;250.29999999999998
2699;8.05.03.01.07;249.9
2700;8.11.160.07.02;249.9
2701;21.14.50.754.00;249.9
2702;8.05.62.01.07;249.9
2703;24.50.66.468.00;249.8
2704;8.25.92.11.01;249.0
2705;24.54.159.41.00;249.0
2706;8.24.92.09.00;249.0
2707;8.25.57.38.16;248.79999999999998
2708;24.52.159.62.11;248.70000000000002
2709;24.52.159.29.00;248.51999999999998
2710;24.10.159.279.00;248.38
2711;24.57.159.46.10;248.31
2712;8.11.160.26.18;247.9
2713;24.68.163.33.00;247.9
2714;8.11.160.32.07;247.9
2715;24.50.66.63.06;247.7
2716;8.24.57.35.18;247.41
2717;8.24.53.44.00;246.70999999999998
2718;7.10.49.12.01;246.0
2719;24.50.163.03.00;245.8
2720;8.24.57.08.18;245.41
2721;8.03.04.68.01;245.0
2722;8.25.69.20.00;245.0
2723;24.54.66.396.00;244.8
2724;24.55.159.21.20;244.74
2725;24.50.66.505.00;244.70000000000002
2726;24.57.66.221.00;243.84
2727;8.24.24.10.00;243.41000000000003
2728;8.24.23.62.18;243.2
2729;8.25.01.24.06;243.0
2730;24.50.66.552.00;242.98
2731;8.30.53.64.17;242.98
2732;24.53.66.142.00;240.29999999999998
2733;21.14.50.300.00;239.9
2734;24.52.66.389.01;239.79000000000002
2735;24.57.159.05.01;239.39999999999998
2736;8.24.58.31.07;238.9
2737;24.57.66.286.07;238.79999999999998
2738;24.57.66.607.00;238.6
2739;8.25.57.134.00;238.53
2740;24.50.67.51.00;237.8
2741;24.57.159.31.00;237.7
2742;24.53.66.69.00;236.89999999999998
2743;8.24.23.53.11;236.60999999999999
2744;24.57.163.03.00;236.5
2745;24.52.66.253.00;235.8
2746;24.53.163.06.00;235.39999999999998
2747;8.30.53.63.11;235.29999999999998
2748;8.25.57.203.18;235.01999999999998
2749;24.57.67.57.00;234.8
2750;24.57.66.308.00;234.78
2751;24.57.66.263.07;234.7
2752;24.10.159.89.00;234.51999999999998
2753;24.51.159.24.00;234.4
2754;24.10.159.19.00;233.70000000000002
2755;24.10.159.195.00;233.6
2756;24.68.163.31.00;232.93
2757;24.68.163.30.00;232.91
2758;21.14.46.164.06;232.9
2759;8.25.53.53.00;231.92000000000002
2760;24.53.66.71.00;230.77999999999997
2761;8.24.92.08.00;229.9
2762;8.25.70.35.00;229.75
2763;8.24.53.71.07;229.70000000000002
2764;21.14.50.1128.00;229.41
2765;24.52.159.08.00;229.32
2766;8.30.148.36.18;229.0
2767;8.25.57.37.18;229.0
2768;8.24.72.51.08;229.0
2769;24.57.67.17.00;228.8
2770;24.57.66.232.00;228.71
2771;24.50.66.736.00;228.3
2772;8.25.57.183.06;228.0
2773;24.50.66.503.00;227.8
2774;8.24.23.59.57;227.20999999999998
2775;24.57.159.12.00;226.5
2776;24.56.66.285.00;225.6
2777;24.10.159.231.00;225.6
2778;8.25.53.102.00;225.6
2779;24.52.159.123.20;225.5
2780;24.52.66.51.00;225.1
2781;8.11.92.05.00;224.93
2782;21.14.50.750.00;224.91
2783;24.11.159.20.00;224.57999999999998
2784;24.57.159.36.00;223.73999999999998
2785;24.56.159.43.06;223.33
2786;24.53.163.121.00;222.51
2787;24.57.159.73.04;222.4
2788;6.28.60.13.08;221.69
2789;24.54.65.33.00;221.65
2790;24.53.163.34.00;221.44
2791;8.03.04.02.01;220.9
2792;8.25.01.30.11;220.81
2793;8.25.75.11.18;220.2
2794;24.10.159.451.00;220.10999999999999
2795;24.53.163.33.00;219.92
2796;24.56.66.194.06;219.9
2797;8.25.70.53.18;219.9
2798;8.26.138.55.06;219.9
2799;8.24.72.67.00;219.8
2800;8.24.72.102.00;219.8
2801;24.53.66.147.00;219.6
2802;24.54.66.312.00;219.29999999999998
2803;24.52.159.133.07;219.0
2804;8.25.70.06.01;218.9
2805;24.10.159.90.01;218.79999999999998
2806;8.25.57.162.06;218.51999999999998
2807;8.25.94.08.08;218.0
2808;24.50.66.563.00;217.5
2809;24.50.66.391.00;217.31
2810;24.50.66.397.00;217.20999999999998
2811;8.30.53.71.11;216.4
2812;8.25.57.136.06;216.0
2813;24.52.66.397.01;215.70000000000002
2814;24.50.66.734.00;215.70000000000002
2815;8.25.85.01.00;215.14
2816;24.50.67.03.00;215.13
2817;8.25.69.09.00;215.0
2818;24.57.66.337.06;214.79999999999998
2819;24.55.66.160.00;214.70000000000002
2820;24.10.159.456.00;214.29999999999998
2821;24.53.163.07.00;214.2
2822;24.11.159.26.01;213.7
2823;24.56.66.45.00;213.24
2824;24.10.159.70.18;211.47
2825;24.69.163.26.00;211.01
2826;24.50.67.46.00;210.81
2827;8.25.57.85.07;210.24
2828;24.50.66.22.00;210.2
2829;6.09.31.03.00;210.0
2830;8.25.01.14.00;209.9
2831;24.56.66.175.00;209.9
2832;8.30.94.12.00;209.9
2833;21.14.50.528.00;209.9
2834;24.50.66.336.00;209.89999999999998
2835;24.68.174.51.00;209.8
2836;21.48.46.1604.06;209.61
2837;8.25.57.90.10;209.52
2838;8.24.149.48.18;209.5
2839;8.24.149.49.10;209.5
2840;8.24.149.50.11;209.5
2841;8.24.149.51.18;209.5
2842;8.30.148.17.00;209.27
2843;24.52.159.103.00;209.14
2844;8.25.75.13.00;209.0
2845;24.53.163.32.00;208.64999999999998
2846;8.24.23.56.07;208.43
2847;8.25.53.18.00;208.39999999999998
2848;24.54.159.63.00;208.33999999999997
2849;8.25.57.165.06;208.3
2850;24.69.163.58.01;207.9
2851;8.24.58.51.03;207.8
2852;24.57.66.683.06;207.70000000000002
2853;24.52.159.88.00;207.42
2854;8.25.01.31.07;207.36
2855;24.51.66.32.00;207.29999999999998
2856;24.11.159.105.10;206.70000000000002
2857;8.25.57.122.00;206.11
2858;8.30.148.35.07;206.1
2859;24.54.66.86.07;205.82
2860;24.53.163.85.00;205.8
2861;24.53.163.11.00;204.9
2862;8.27.01.03.07;204.9
2863;24.10.159.31.08;204.16
2864;24.50.163.07.00;203.70000000000002
2865;8.30.57.32.69;203.22
2866;21.14.50.52.00;202.41
2867;24.51.66.25.00;202.29999999999998
2868;24.56.66.52.00;201.42000000000002
2869;24.10.159.11.06;201.31
2870;24.56.159.102.00;201.29999999999998
2871;24.71.159.29.01;201.1
2872;8.25.70.61.07;199.9
2873;8.30.92.30.69;199.9
2874;8.30.92.29.69;199.9
2875;8.24.92.54.00;199.9
2876;24.69.163.72.00;199.9
2877;8.24.128.13.18;199.9
2878;8.24.128.17.11;199.9
2879;8.24.128.04.07;199.8
2880;8.24.72.92.00;199.8
2881;8.03.47.01.10;199.8
2882;8.24.53.45.00;199.7
2883;24.50.66.726.00;199.5
2884;8.25.75.35.00;199.0
2885;24.56.159.113.01;199.0
2886;24.10.159.173.06;199.0
2887;8.25.75.73.00;199.0
2888;24.57.66.489.76;199.0
2889;8.61.130.22.07;198.49
2890;24.52.66.109.00;198.39999999999998
2891;21.40.46.1526.16;197.9
2892;24.50.66.280.18;197.9
2893;24.50.66.399.00;197.70000000000002
2894;24.10.159.103.00;197.39999999999998
2895;24.57.163.06.00;195.8
2896;8.25.75.52.18;195.42
2897;24.10.159.416.00;195.41
2898;8.25.53.54.00;195.39999999999998
2899;8.09.169.01.18;195.21
2900;8.30.148.74.17;195.0
2901;24.11.175.25.57;194.8
2902;24.11.175.34.57;194.65
2903;24.10.159.166.00;194.6
2904;8.25.135.01.00;194.6
2905;24.10.159.386.00;194.23000000000002
2906;24.54.159.60.00;194.18
2907;8.25.92.20.01;194.14
2908;24.50.66.533.00;193.9
2909;8.30.33.40.00;193.9
2910;24.53.66.207.00;192.99999999999997
2911;24.70.159.10.69;192.9
2912;24.70.159.11.01;192.8
2913;24.52.66.421.00;192.76
2914;24.54.66.351.00;192.5
2915;24.11.159.124.06;192.4
2916;24.68.174.11.00;192.0
2917;24.53.163.08.00;191.85
2918;24.52.159.79.00;191.82
2919;24.69.163.35.00;191.82
2920;24.50.66.224.00;191.7
2921;24.11.159.120.00;190.7
2922;24.50.66.392.00;190.7
2923;24.53.66.159.01;190.45999999999998
2924;24.52.66.187.18;190.2
2925;24.56.66.404.00;190.17
2926;24.10.159.367.00;189.93
2927;24.50.66.176.00;189.9
2928;24.50.66.466.00;189.9
2929;8.30.148.07.00;189.9
2930;8.27.03.08.18;189.85999999999999
2931;8.24.58.45.07;189.8
2932;24.53.66.213.00;189.32
2933;8.24.92.36.00;189.0
2934;8.25.58.25.07;188.94
2935;24.50.66.223.00;188.6
2936;24.50.66.498.00;188.6
2937;24.50.66.330.00;186.91
2938;8.25.53.86.00;186.29999999999998
2939;24.10.159.87.00;185.39999999999998
2940;24.53.163.01.00;185.33999999999997
2941;21.48.46.388.01;184.9
2942;24.53.163.51.00;182.79
2943;24.10.159.435.18;182.6
2944;24.10.159.402.10;182.0
2945;24.50.66.706.00;181.9
2946;8.30.57.55.11;181.8
2947;24.50.66.727.00;181.6
2948;24.57.66.609.00;180.60000000000002
2949;24.53.163.66.00;180.6
2950;8.25.142.08.69;180.0
2951;8.30.92.28.69;179.95
2952;24.50.66.478.00;179.9
2953;21.14.50.25.00;179.9
2954;21.14.50.291.00;179.9
2955;8.30.33.48.69;179.8
2956;8.24.47.23.07;179.7
2957;24.56.66.75.04;179.5
2958;24.57.159.70.00;179.39999999999998
2959;24.56.66.334.00;179.39999999999998
2960;24.57.66.676.00;178.9
2961;24.57.66.678.04;178.9
2962;8.24.149.19.18;178.4
2963;8.24.149.58.57;178.4
2964;8.25.53.36.00;178.39999999999998
2965;8.25.57.132.07;178.0
2966;8.25.75.60.00;178.0
2967;8.25.75.58.00;178.0
2968;8.25.57.23.18;177.8
2969;24.51.159.35.57;177.7
2970;8.24.120.15.00;177.0
2971;24.54.66.237.00;176.92000000000002
2972;8.01.03.02.18;176.9
2973;8.01.03.01.07;176.61
2974;24.10.159.42.20;176.6
2975;24.52.66.393.06;176.35
2976;8.03.01.05.18;175.9
2977;8.03.01.02.82;175.9
2978;24.10.159.283.00;175.5
2979;24.10.159.365.00;175.29999999999998
2980;24.53.163.150.00;175.2
2981;8.30.116.02.00;175.1
2982;24.53.163.162.00;175.05
2983;8.13.98.10.69;175.0
2984;24.50.66.474.00;174.9
2985;8.25.53.32.114;174.9
2986;24.50.66.177.00;174.9
2987;8.61.130.04.07;173.64000000000001
2988;24.50.66.742.00;172.9
2989;24.50.66.155.00;172.9
2990;24.71.175.11.06;172.9
2991;24.50.66.133.00;172.9
2992;24.71.175.12.01;172.9
2993;24.57.159.16.00;172.8
2994;8.25.100.06.00;172.66
2995;24.56.159.55.00;171.86
2996;8.25.57.17.00;171.5
2997;24.55.66.123.00;171.48
2998;24.53.66.46.00;171.48
2999;24.53.66.70.00;171.17
3000;8.25.57.124.00;171.01
3001;8.30.148.40.76;170.91
3002;8.25.53.24.00;170.9
3003;24.57.66.47.00;170.7
3004;24.10.159.132.00;170.47
3005;24.57.159.66.00;169.95
3006;8.30.148.11.00;169.9
3007;8.30.53.16.69;169.9
3008;8.30.148.42.10;169.9
3009;8.30.148.54.07;169.9
3010;8.26.138.14.18;169.9
3011;24.50.66.698.04;169.9
3012;8.24.92.78.00;169.89
3013;24.10.159.50.00;169.78
3014;24.11.159.77.01;169.7
3015;8.25.53.99.00;169.5
3016;8.30.33.41.00;169.5
3017;8.25.100.03.00;169.28
3018;24.11.159.38.00;169.2
3019;8.30.53.66.08;169.1
3020;8.25.47.114.17;169.0
3021;8.30.148.08.18;169.0
3022;8.08.23.02.07;169.0
3023;24.10.159.383.06;168.7
3024;8.24.23.45.62;168.29999999999998
3025;24.53.66.41.00;167.9
3026;24.54.159.49.18;167.89999999999998
3027;8.30.57.27.69;167.8
3028;24.50.66.501.00;167.8
3029;8.24.58.56.07;167.48
3030;24.57.159.11.113;167.39999999999998
3031;24.53.163.45.00;167.34
3032;24.53.163.44.00;167.16
3033;8.25.53.64.00;167.1
3034;8.25.70.10.07;165.95999999999998
3035;24.11.175.08.57;165.9
3036;8.24.23.55.57;165.57999999999998
3037;24.50.66.703.00;164.9
3038;24.10.132.04.01;164.9
3039;24.52.159.65.00;164.8
3040;24.70.159.08.10;164.7
3041;24.10.159.361.07;164.42
3042;24.50.66.62.06;164.39999999999998
3043;8.25.179.01.06;163.95000000000002
3044;24.57.159.43.00;163.7
3045;8.25.01.15.18;163.5
3046;24.50.66.564.00;162.9
3047;24.11.175.172.06;162.9
3048;24.50.66.482.00;162.9
3049;24.51.159.27.01;162.7
3050;24.57.66.666.00;162.7
3051;24.10.159.406.00;161.87
3052;8.30.148.10.00;161.41
3053;8.26.138.68.18;161.41
3054;8.30.148.43.16;161.41
3055;21.14.46.1080.07;161.4
3056;24.10.159.113.00;161.37
3057;24.68.174.16.00;160.96
3058;8.30.53.65.07;160.39999999999998
3059;24.10.159.379.01;160.05
3060;24.53.163.16.00;159.9
3061;24.50.66.754.04;159.9
3062;8.24.91.07.00;159.9
3063;24.56.66.226.00;159.89
3064;24.57.163.04.00;159.8
3065;8.25.53.100.00;159.8
3066;8.24.89.01.07;159.8
3067;8.30.57.54.69;159.6
3068;24.53.163.163.00;159.6
3069;8.12.98.03.00;159.6
3070;24.57.66.580.00;159.5
3071;8.25.47.104.57;159.25
3072;24.51.66.22.00;159.10999999999999
3073;8.09.74.09.00;159.0
3074;24.68.174.46.00;158.82
3075;24.11.159.119.00;158.7
3076;24.57.66.354.06;158.34
3077;8.25.57.88.00;158.04
3078;8.30.148.25.00;158.01
3079;8.24.91.06.00;158.01
3080;8.11.160.02.07;157.9
3081;21.14.50.1048.00;157.41
3082;8.25.47.30.06;157.2
3083;24.51.66.16.00;157.10999999999999
3084;8.09.47.14.10;156.92
3085;8.25.179.02.17;156.79
3086;8.25.100.04.00;156.60999999999999
3087;8.25.69.31.00;156.0
3088;24.54.66.57.00;155.8
3089;24.56.66.531.00;155.66
3090;24.55.159.47.20;155.6
3091;24.57.159.38.00;155.6
3092;21.16.46.01.00;155.6
3093;24.69.163.83.00;155.16
3094;8.11.160.09.57;154.9
3095;24.50.67.33.00;154.9
3096;24.71.159.05.01;154.9
3097;24.52.159.18.00;154.1
3098;8.24.57.11.18;154.07999999999998
3099;24.69.163.55.00;153.74
3100;24.50.66.689.01;153.7
3101;24.51.159.44.00;153.4
3102;24.51.159.22.00;153.2
3103;24.56.159.99.00;153.1
3104;8.30.148.50.07;152.92
3105;8.26.138.20.113;152.91
3106;8.30.148.58.11;152.9
3107;8.26.138.26.07;152.9
3108;8.26.138.33.12;152.9
3109;8.26.138.64.18;152.9
3110;24.50.66.171.04;152.9
3111;21.14.46.141.17;152.84
3112;24.54.66.368.00;152.82
3113;24.56.66.609.06;152.7
3114;24.57.66.685.01;152.7
3115;8.25.57.125.10;152.7
3116;8.24.23.60.07;152.48999999999998
3117;24.51.159.21.00;152.35999999999999
